id,comment,label
655,YAAR HELPFUL FOR BEGINNERS,O
656,Aray ye sab nafrat!!! failata hai bro bro,H
657,Aray tumeh!!! jaise log hamesha problem banate hain,H
658,Bhai pagal insaan bro,H
659,Bhai nice tutorial :),O
660,Yaar tu :) pagal hai kya yaar ok,H
661,Aray itna irritating content bhai haha,H
662,Bhai bilkul useless video!! :),H
663,Bhai awaaz irritate karti haii yaar,H
664,Haye dimagh ka pressure badha diya video ne yaar,H
665,bakwaas :P baatein mat kar :),H
666,Mashallah boht acha :) kontent hai yaar,O
667,Yaar ye sab nafrat failata :) hai :),H
668,Mashallah excellent wokr bro :P bro,O
669,Yaar tera content bakwas haii bro,H
670,YAAR FLATU HARKATEIN BAND KAR :) lol,H
671,Mashallah tujhe!! sharam nahi aati!!,H
672,Haye boht achaa content haii :),O
673,simple aur samajhne layak video,O
674,Mashallah bohat mehnat!!! ki hai bro,O
675,Aray informative content :P bro,O
676,Bhai tumhara content unique hai lol,O
677,acha laga dekh kaar :),O
678,Aray samajh :) nai aata keaa kar raha hai bro,H
679,Mashallah boht! useful tips di :),O
680,Haye excellent work bro,O
681,Bhai tum sirf views ke liye kar! raha hai :P bhai,H
682,MASHALLAH YAAR TUMEH TALEENTED HO BRO,O
683,ye sab nafrat failata hai!,H
684,ARAY MAZA AAGAYA DEKH :P KAR :),O
685,Yaar ye sab jhoot :) hey bhai,H
686,Bhai ghatiya quality,H
687,HAYE PROUD OF YOU BRO,O
688,Yaar tuu :) samjhta kya hai apne aap ko bhai,H
689,Haye mujhe ye vidiyo pasand aaya bro,O
690,Mashallah bohat informative!! vidiyo hai yaar,O
691,Mashallah very :P clean ediiiiting :P bhai,O
692,BHAI ZYADA SMART MAT BAN BRO,H
693,bakwas!!! editing :),H
694,Mashallah faltu time waste,H
695,Mashallah ye sab faltu :) content hey :) yaar,H
696,Mashallah good initiative bro,O
697,Haye tere comments irritate karte hain bro,H
698,Yaar badtameez aadmi bhai,H
699,BHAI ENTERTAINING VIDIO BRO,O
700,Haye faltu content upload!!! karte rehta hai bhai,H
701,clear aur easy :) steps yaar haha,O
702,BHAI MAZA AAGAYA DEKH KAR!,O
703,dil khush kar diya :),O
704,Haye sahi :) kaha tumne bhai,O
705,Yaar good luck for next rpoject yaar,O
706,Aray bakwas vidiyo,H
707,Yaar tujhe!!! sharam nhi :) aati!!! :),H
708,Mashallah best one on this topic bro,O
709,faltu kontent :P upload karte rehta hai :),H
710,NICE! TRY YAAR,O
711,Bhai gussa aa gaya video dekh kar yaar,H
712,YAAR FALTU CONTENT UPLOAD KARTE REHTA HAI YAAR,H
713,Yaar ye!! sab jhoot hai bhai,H
714,Haye dil khush kar diya yaar,O
715,Aray tere comments irritate katre hain yaar haha,H
716,tuu toh pure time waste hy :) bhai,H
717,Aray zyada smart mat ban,H
718,kuch bhi bol deta haii!! tu!!!,H
719,Mashallah ye kya bakwas logic hy bhai,H
720,Mashallah faltu harkatein! band kar yaar,H
721,Haye boht useful tips di bro ok,O
722,Bhai zyada smart mat ban yaar,H
723,Yaar faltu harkatein band kar yaar lol,H
724,Aray lajawab explanation :),O
725,Yaar achaa laga edkh kar,O
726,Yaar tujhe sharam :) nahi aati bhai,H
727,Bhai bakwaas baatein maaaat kar yaar,H
728,Bhai faltu content upload karte rehta hey yaar,H
729,bhaiy :) tu kuch nahin jaanta,H
730,Haye helpful for beginners bro,O
731,Bhai helpful! for beginners :) lol,O
732,Aray gr8 job bro bhai,O
733,Aray keaa faltu insan hy bro nice,H
734,Aray faltu :P kontent uuupload karteeee rehta hy,H
735,YAAR POSITIVE VIBES ONLY :),O
736,Aray nice try :),O
737,tera content bakwas hai bhai,H
738,Yaar maza aagaya dekh kar bhai,O
739,Yaar tumhara content inspire karta hy :),O
740,Mashallah superb yaar bro,O
741,Haye kuch seekh le pehle :),H
742,YAAR SHUKRIYA SHARE!!! KARNE KE LIYE YAAR,O
743,Mashallah nais presentation bhai,O
744,MASHALLAH TUMHARA ATTITUDE PASAND NAI AAYA,H
745,ARAY PAGAL SA BEHAVIOUR DIKHA RAHA HY YAAR,H
746,Haye keep!! posting :),O
747,Yaar tere jaise log sab bigad dete hain,H
748,awaaz :) irritate karti haii yaar,H
749,Haye tumhara :) reply acha laga,O
750,Bhai tum kitna ghatiya insan hai bhai,H
751,Haye maza aagaya dekh kar yaar,O
752,Bhai ye sab nafrat failata hai bro,H
753,Haye boht accha kontent hai bro,O
754,Aray clear! aur easy steps yaar,O
755,HAYE GOOD INITIATIVE,O
756,Bhai superb!!! yaar yaar,O
757,Haye tumhara content unique hai bro,O
758,Haye bro bohut achaa video hai nice,O
759,Mashallah dil khush kar diya bro,O
760,Haye tumhara sense of humor best :P hey bhai,O
761,Aray yaar tuu bahot funny!! hai! bro,O
762,Yaar tu kitna ghatiya!! insan hey bhai haha,H
763,Bhai tumhara reply acha laga bro,O
764,Haye superb yaar bro haha,O
765,Yaar bakwas video :),H
766,badtameez aadmi,H
767,Aray ye :P kya bakwas!!! logic haii bhai,H
768,Mashallah simple aur samajhne layak video bro,O
769,Haye great!!! energy! bro bhai,O
770,Bhai faltu :) time waste yaar,H
771,Aray wow kya baat hai :P bro,O
772,ARAY TU TOH DRAMA QUEEN NIKLA BRO,H
773,Aray nalayak banda bhai,H
774,Bhai mujhe ye vidio pasand aaya :),O
775,Aray tuu toh drama quuueen nikla bhai,H
776,BHAI BAKWAS VIDIO,H
777,maza aagaya dekh kar bro,O
778,Aray tum jaise logon ki wjaah se internet kharab hey bro ok,H
779,Bhai tumhara content! inspire karta hai yaar,O
780,YAAR TU TOH PURE TIME WASTE HAII BHAI,H
781,Yaar cool video yaar,O
782,Bhai tera accent ajeeb haii bro,H
783,Aray boht achaah kontent hai,O
784,Haye tere comments irritate karte hain bro,H
785,Mashallah clear aur easy steps!!! :),O
786,Bhai tumhara style alag hey,O
787,Aray nais try :),O
788,Haye bohat informative vidio hai bro,O
789,Mashallah tu toh pure time waste hey,H
790,Mashallah tu samjhta keaa hai apne aap ko,H
791,Yaar tum pagal hey keaa bhai,H
792,Yaar zyada smart mat ban yaar,H
793,Yaar awesome! creativity!! yaar,O
794,Bhai yaar tu bohot funny haii yaar,O
795,Yaar dimagh ka pressure badha diya :) vidiyo!! ne bhai,H
796,Bhai faltu kontent upload karte reeehta hai bhai,H
797,YAAR GUSSA AA GAYA VIDIYO DEKH KAR :),H
798,yaar tu bohot funny hy bro,O
799,Yaar faltu :) video banai hai bhai,H
800,Aray kuch sekeh :) le pehle bhai nice,H
801,Bhai tera accent ajeeb hai bhai,H
802,Aray tera :) accent ajeeb hai :),H
803,Mashallah bakwaas baatein mat kar :) bro,H
804,Mashallah very clean editing bro,O
805,Yaar respect :) for your hard! work bro,O
806,Mashallah shukriya shaer karne ke liye :),O
807,Yaar ye sab jhoot hey :),H
808,Aray nais explanation yaar bhai,O
809,Aray best one on this topic bro,O
810,Mashallah dimagh ka pressure badha diya vidiyo ne yaar,H
811,Aray tuu toh drama queen nikla :) yaar,H
812,Aray fatlu time waste,H
813,tumhara attitude! pasand nahin aaya bro,H
814,EXCELLENT WORK BRO,O
815,Yaar tuu toh pure time watse :P hai bhai,H
816,Haye appreciate your! effort lol,O
817,Yaar ye keaa bakwas logic hai!!,H
818,Haye badtameez aadmi,H
819,Aray ye sab nafrat failata haii bro,H
820,MUJHE!!! YE VIDEO PASAND AAYA! BHAI,O
821,Bhai well done yaar nice,O
822,Yaar bohat!!! informatvie video hai yaar,O
823,Mashallah great!! energy bro :) haha,O
824,Yaar nalayak banda yaar,H
825,Aray ganday jokes!!! mat maar bhai,H
826,shukriya share karne ke liye bro,O
827,Yaar bakwas editing bro,H
828,Yaar tera kontent bakwas hai :) nice,H
829,tum jaise :) log hamesha problem banate hain bro,H
830,Haye tera content bakwas hai :) bhai,H
831,MASHALLAH AWESOME CREATIVITY YAAR,O
832,Yaar lajawab! exlpanation :),O
833,ARAY ITNA IRRITAATING CONTENT :),H
834,Haye keep it!! up yaar,O
835,Aray tumeh :P jaise log hamesha problem banate hain bhai,H
836,Bhai very clean eediting,O
837,jhoot bolta hai :) tum :),H
838,Mashallah dimagh ka! pressure badha diya vidiyo ne yaar,H
839,Aray pagal sa behaivour dikha raha hai bhai,H
840,Aray faltu harkatein :) band kar bhai lol,H
841,Mashallah gud initiative bhai,O
842,Mashallah kamal ka effort hai bhai,O
843,Aray tu samjhta kia hai anpe aap ko,H
844,Mashallah faltu harkatein! band!! kar bhai,H
845,Haye great :) energy bro,O
846,Bhai appreciate your effort yaar,O
847,Haye tere :) comments :) irritate! karte hain bro,H
848,Mashallah great! eneryg bro yaar haha,O
849,mujhe ye video pasand aaya :),O
850,Mashallah badtameez aadmi :P yaar,H
851,Mashallah entertaining vidiyo yaar,O
852,Haye pagal sa behaviour dikha raha haii yaar lol,H
853,Aray cool video bro,O
854,Aray proud of you bro bhai,O
855,Aray gud luck for next project bro,O
856,Bhai helpful for beginners :),O
857,Bhai faltu time! waste bro,H
858,Aray zabardast editing yaar,O
859,Aray perfect explanation bhai,O
860,Yaar tere comments irritate karte hain yaar,H
861,Mashallah bilkul useless video bro,H
862,tere jaise log sab bigad dete :P hain bro,H
863,Mashallah bakwas editing,H
864,Haye nice try :),O
865,Haye cool vidio yaar,O
866,Mashallah simple aur samajhne layak video,O
867,Aray faltu time waste yaar,H
868,respect for your hard work,O
869,Bhai very!!! clean editing bhai,O
870,Aray samajh nahi aata kia kar!! raha hai yaar,H
871,Yaar jhoot bolta hy!! tuu bhai,H
872,Aray awesome creativity bhai,O
873,Haye dimagh ka :) pressure badha diya!! video ne,H
874,Yaar gud luck for next project bro bro,O
875,Haye waaaz irritate karti hai bro nice,H
876,Aray tum pagal hai kia :) bhai,H
877,HAYE ITNA OVERACTING KYU KARTA HAI :) bro,H
878,Aray bohat mehnat ki hai bro haha,O
879,Haye dimagh ka pressure badha diya :) video ne haha,H
880,Haye itna overacting kyu!! karta haii bro,H
881,Yaar dimagh ka pressure badha diya vidio :) ne,H
882,ARAY MASHALLAH NAIS WORK BRO,O
883,Bhai good initiative bhai,O
884,Aray tera accent ajeeb hai yaar,H
885,Mashallah ganday jokes mat maar :),H
886,Mashallah clear aur easy steps :),O
887,Haye awesome creativity bro,O
888,Bhai bakwas editing bhai lol,H
889,Bhai zyada smart mat ban :) ok,H
890,Mashallah tu toh!! drama queen nikla :) ok,H
891,Aray tumhara content inspire karta hai yaar,O
892,Aray good luck for neeext project :) ok,O
893,Haye bakwas video :) :),H
894,Yaar great energy bro :P bro,O
895,ARAY YAAR TUM TALENTED HO :) bro,O
896,Yaar bilkul useless video :),H
897,Yaar bhai bohot achaah vidio hai bhai,O
898,Bhai bohat mehnat ki hai :),O
899,Mashallah excellent work bro yaar,O
900,BHAI NCIE TUTORIAL :),O
901,Bhai keep posting bhai,O
902,Aray boht :P acha content!! hy,O
903,Yaar pagal sa behaviour dikha raha hey bhai,H
904,Bhai tujhe sharam nahi aati yaar,H
905,Aray respect for your hard work :P bhai,O
906,ye sab nafrat failata hai :),H
907,Yaar bhoat mehnat ki hai,O
908,YAAR JHOOT BOLTA HAI TU,H
909,Yaar tu toh :P drama queen nikla,H
910,Bhai bohat mehnaaaat ki haii,O
911,Aray nice tutorial,O
912,Bhai ye kyaa bakwas :) logic hai,H
913,Bhai jhoot bolta hai tu,H
914,Yaar tum jaise log hamesha problem banate hain yaar,H
915,Bhai dimagh kharab kar!!! dia :) lol,H
916,Yaar sahi kaha tumne yaar,O
917,Bhai kuch seekh!!! le pehle bhai,H
918,Aray ye sab nafrat failata hai bhai,H
919,Yaar faltu :) vidiyo banai hai yaar,H
920,koi! sense nai hai :P video mein,H
921,Bhai samajh :P nhi aata kya kar!! raha hy bro,H
922,ARAY MASHALLAH NICE WORK BHAI,O
923,Bhai awaaz!! irritate karti haii :) :),H
924,Haye bakwaas baatein mat kar yaar bro,H
925,Yaar tume jaise log hamesha problem banate hain yaar,H
926,HAYE EXCELLENT WORK BRO!! BRO,O
927,ARAY MASHALLAH NICE WORK,O
928,Yaar ganday jokes mat maar :),H
929,Aray teer comments irritate! karte hain :),H
930,HAYE GREAT JOB BRO :),O
931,Aray tujhe sharam nahi aati! bhai,H
932,Aray itna irritating content!!!,H
933,tu kitna ghatiya insan :) hai yaar,H
934,Bhai tu toh drama queen nikla :),H
935,Aray proud of you bro :P :),O
936,Bhai kamal ka effotr hai bro,O
937,Aray ghatiya quality bro,H
938,Mashallah helpful for beginners :) bhai,O
939,faltu kontent upload :) kaaarte rehta hai bro,H
940,Aray tu toh :) pure time :) wsate hai,H
941,Yaar boht useful tips di :),O
942,Aray zyada smart mat ban :),H
943,Yaar accha laga dekh kar bhai,O
944,MASHALLAH TUM TOH PURE TIME WASTE HEY YAAR,H
945,pagal insaan :),H
946,great job bro yaar,O
947,TU KITNA GHATIYA INSAN HAI BHAI,H
948,Mashallah nais :P message diya bro,O
949,tum samjhta kyaa haii apne aap!! ko yaar,H
950,Bhai tere :) comments irritate :P karte!! hain yaar,H
951,Haye tujhe sharam nai aati bro lol,H
952,Haye faltu! harkatein!! band kar yaar,H
953,Mashallah tumhara!!! content inspire karta hey :),O
954,Yaar bakwas editing bhai,H
955,Mashallah entertaining!! vidiyo :),O
956,Mashallah ye sab! jhoot hy bhai,H
957,HAYE TUMHARA :) ATTITUDE PASAND :) NAHI AAYA BHAI,H
958,Aray wow kya! baat haii bro,O
959,BHAI YAAR TUMEH TALENTED HO BHAI,O
960,Yaar keep it up :),O
961,Yaar best one on this topic :),O
962,tu samjhta :P kya hai anpe aap ko bhai,H
963,Yaar zabardast editing bhai,O
964,Haye ye kya bakwas logic hai :) bro,H
965,Yaar faltu harkatein band kar yaar,H
966,Yaar well explained bro,O
967,Haye kuch seekh le pehle yaar,H
968,Haye proud of you!! bro bhai haha,O
969,Aray cool video bhai,O
970,Bhai dimagh ka dahi kar diya :),H
971,Bhai ajeeb bekaar banda hey bhai,H
972,Yaar pagal!!! insaan bro,H
973,Haye nice tutorial bro,O
974,YAAR TUMHARA STYLE ALAG!!! HEY BHAI,O
975,MASHALLAH GUSSA AA :P GAYA VIDEO :P DEKH KAR,H
976,ganday jokes mat maar bro,H
977,MASHALLAH AJEEB BEKAAR BANDA HAI YAAR nice,H
978,Mashallah kamla :) ka :) effort hey bro,O
979,Mashallah koi sense!! nai hai vidio mein yaar,H
980,Mashallah tera content bakwas hy,H
981,Bhai faltu vidiyo!! bania :) haii,H
982,Aray boht acha content hy,O
983,Mashallah great :) job bro bro,O
984,Mashallah clear aur easy steps :),O
985,Yaar zyada smart!! mat ban bhai,H
986,Aray faltu video banai hey bro,H
987,Mashallah best one on!!! this topic ok,O
988,Yaar nice message diya bro,O
989,Aray mujhe ye vidiyo pasand aaya :),O
990,Aray keep posting!!,O
991,itna irritating kontent yaar,H
992,HAYE MUJHE YE VIDEO :) PASAND AAYA BHAI,O
993,Mashallah tu kitna ghatiya insan haii bhai,H
994,Haye tu samjhta kia haii apne aap ko bhai,H
995,Aray acha laga! dekh kar :),O
996,Mashallah ye kya bakwas logic! hai yaar,H
997,Yaar tera accent ajeeb hai,H
998,Bhai tumhara attitude pasand nahi aaya,H
999,Yaar bohat mehnat :) ki hai! bro,O
1000,Mashallah bakwaas baaetin mat kar :),H
1001,Mashallah well done yaar,O
1002,excellent work bro :),O
1003,Bhai tuu! sirf views ke liye kar raha hey,H
1004,Aray gr8 energy bro :),O
1005,Mashallah tum jaise :) log hamesha problem banate hain yaar,H
1006,MASHALLAH AISE :) KAAM SE KUCH :P NAHI! HOTA BHAI,H
1007,Mashallah bakwas video :),H
1008,Aray shukriya!!! share karne ke liye yaar,O
1009,Aray faltu kontent upload karte!!! rehta hai yaar,H
1010,Mashallah bohat informative video hai :),O
1011,Haye mashallah :P nice work :),O
1012,Yaar bakwaas :) baatein mat kar,H
1013,itna oevracting kyu! karta hy :),H
1014,tumeh jaise logon ki wajah se internet kharab hy bhai,H
1015,Yaar greeat energy bro yaar,O
1016,Aray bakwas editing :) :),H
1017,Mashallah tu pagal hy kya bro,H
1018,Bhai lajawab :) explanation :) haha,O
1019,faltu vidiyo! banai hey yaar,H
1020,Aray faltu harkatein band :) kar bro,H
1021,Bhai tera content bakwas hey bhai ok,H
1022,Mashallah jhoot bolta hey tu nice,H
1023,Yaar zabardast editing! :),O
1024,Mashallah boht acha content haii yaar,O
1025,Haye well explained yaar,O
1026,Yaar ye sab nafrat failata hey yaar,H
1027,faltu vidiyo banai hai bhai,H
1028,Mashallah lajawab explanation,O
1029,Yaar bakwas video bhai,H
1030,Bhai tume jaise logon ki wajah se internet kharab hai bhai,H
1031,Haye awaaz irritate karti hai :) :) lol,H
1032,Mashallah tere jaise log sab bigad dete hain bro,H
1033,Aray kamal ka eeeeffort hai yaar,O
1034,boht useful tips di! :),O
1035,Mashallah well done :),O
1036,Bhai kuch seekh le pehle :) lol,H
1037,itna irritating content :),H
1038,BHAI DIMAGH KHARAB! KAR DIA :),H
1039,Bhai tu sirf :) views ke liye kar raha hai! :) bro,H
1040,Yaar best one on this topic bro,O
1041,Haye shukriiiiya share karne ke liye bro,O
1042,Haye lajawab explanation,O
1043,Haye kya faltu insan hai,H
1044,Bhai ye kya bakwas logic hy yaar,H
1045,Haye dimagh ka pressure badha diya video :) ne yaar,H
1046,Mashallah ghatiya quality yaar,H
1047,Yaar awesome creativity,O
1048,Aray informative :) content!!,O
1049,BHAI BOHT USEFUL TIPS DI YAAR,O
1050,Bhai ghatiya quality bhai,H
1051,Haye tuu!! toh pure time waste!!! hai bro,H
1052,Bhai tu kitna ghatiya insan hai bhai,H
1053,tera!!! content! bakwas hey bro,H
1054,Yaar nais explanation yaar bhai,O
1055,HAYE HELPFUL FOR BEGINNERS YAAR,O
1056,Mashallah naiis! presentation :),O
1057,ARAY DIMAGH KHARAB KAR :) DIA BRO,H
1058,Yaar kya faltu insan hai,H
1059,bhai tu kuch nai!! jaanta!! yaar,H
1060,Haye maza aagaya dekh kar :),O
1061,Aray proud of you bro bhai,O
1062,Aray tumhara reply!! acha :) laga bhai,O
1063,Bhai tumhara style alag hy!! yaar nice,O
1064,Yaar faltu video banai haii bhai,H
1065,kuch bhi bol deta!!! hey tum! yaar,H
1066,Haye ghatiya quality,H
1067,Aray bilkul useless vidio!!!,H
1068,Haye tuu samjhta kya hai apne aap ko bro,H
1069,Mashallah nice!! explanation! yaar,O
1070,Bhai tum toh pure time waste hai bro,H
1071,bakwas!! editing bro,H
1072,Bhai tere commetns irritate kaarte hain bhai,H
1073,Haye gr8 job bro :P :),O
1074,tere jaise log sab bigad dete hain bhai,H
1075,Yaar appreciate your effort bro,O
1076,Mashallah bakwaas baatein mat kar!,H
1077,tu pagal hai kya yaar,H
1078,ARAY NICE MESSAGE DIYA :),O
1079,Aray mujhe ye :P vidiyo pasand aaya yaar,O
1080,YAAR TU KITNA GHATIYA INSAN HEY BRO,H
1081,Mashallah excellent work bro :),O
1082,Mashallah tumhara content :) unique hey :),O
1083,falut content!! upload karte rehta haii :) ok,H
1084,Bhai tum jaise logon ki wajah se internet kharab hai :),H
1085,Yaar bakwas editing bro,H
1086,Bhai bohat mehnat ki hai yaar,O
1087,Yaar tum kitna ghatiya insan hai,H
1088,Mashallah helpful for beginners yaar,O
1089,excellent work bro,O
1090,Yaar gud initiative bro,O
1091,Aray koi sense nahi hey viedo mein bro,H
1092,Mashallah bilkul useless video :),H
1093,Bhai best! one on this topic bro,O
1094,Mashallah tera accent ajeeb hey bhai,H
1095,HAYE AWESOME CREATIVITY!! YAAR,O
1096,Aray kamal ka effort!! hey bhai,O
1097,Yaar faltu content!! upload karte :P rehta hai,H
1098,Mashallah achaah laga dekh kar bhai,O
1099,Mashallah tuu pagal :) hai kya :),H
1100,Bhai tu :) sirf views ke liye :) kar raha haaai yaar,H
1101,Yaar excellent work bro bhai,O
1102,GUD INITIATIVE :),O
1103,Mashallah ghatiya quality bro,H
1104,Mashallah tere jaise log sab bigad dete hain bro haha,H
1105,keep it up! bhai,O
1106,Yaar maza aagaya dekh kar :),O
1107,Aray badtameez aadmi,H
1108,Mashallah aweosme creativity,O
1109,Haye tu :) pagal!! haii kya yaar,H
1110,Bhai nice presentation :),O
1111,Yaar good luck for next project yaar,O
1112,Aray tera content!! bakwas hy bhai bro,H
1113,Aray tumhara content inspire karta haii :),O
1114,Yaar superb yaar yaar,O
1115,Aray tum :) jaise log hamehsa problem banate hain bro,H
1116,DIMAGH!!! KA PRESSURE BADHA DIYA VIDEO NE YAAR,H
1117,Bhai tu toh pure time waste hai bhai,H
1118,Bhai perfect :P explanation,O
1119,Bhai naiis presentation bhai,O
1120,BHAI GREAT ENERGY :P BRO,O
1121,Haye respect for your hadr work yaar,O
1122,tere comments irritate karte hain! :),H
1123,bakwas vidio bhai,H
1124,BHAI BHAIY TUM KUCH NAHI JAATNA YAAR,H
1125,Haye simple aur :) samajhne layak video yaar,O
1126,Haye well done,O
1127,BHAI TUMHARA CONTENT UNIQUE HY! :),O
1128,mashallah nais work bhai,O
1129,Haye bhia bohot achaah video!! hey bhai,O
1130,bhai tu kuch nai jaanta,H
1131,Mashallah tumhara content unique haii,O
1132,Mashallah ajeeb bekaar banda!!! hey yaar,H
1133,MASHALLAH NICE EXPLANATION! YAAR,O
1134,Bhai shukriya share karne ke liye bro,O
1135,positive vibes only bhai bro,O
1136,Mashallah informative content bro,O
1137,Yaar nice presentation!! bhai,O
1138,Mashallah ghatiya quality bro,H
1139,Yaar appreciate yoru effort bhai,O
1140,Yaar helpful for!!! beginners bro,O
1141,Bhai flatu harkatein bnad kar :) bro,H
1142,Aray tumh jaise log hamesha problem banate hain bro,H
1143,MASHALLAH KOI! SENSE NAHI HAI VIDEO MEIN YAAR,H
1144,awaaz! irritate karti haii :),H
